tenantInstitutionId,tenantInstitutionName,sector,industry_group,industry,sub_industry
685638544,"AMERIGROUP New Jersey, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care
2838075338,"Best Tile Distributors, Inc.",,,,
2164692505,"Circle Line Sightseeing Yachts, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
2205067654,"Knipes Cohen Associates, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3278154877,Phs Corp.,,,,
2767520440,"FingerPaint Marketing, Inc.",Communication Services,Media and Entertainment,Media,Advertising
2923307419,Hanwha Life Investment (USA) Ltd.,,,,
890654650,Weill Cornell Medicine,,,,
816324006,A-Gas International Limited,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors
3223251618,"Hillstone Restaurant Group, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4269232487,Esseco USA LLC,Consumer Discretionary,Retailing,Distributors,Distributors
808736979,"Barry-Wehmiller Design Group, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
3209459884,"Girard Partners, Ltd.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2621900794,Realestate.com.au Pty Ltd.,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
2613422331,CORE Media Group Productions Inc.,,,,
307832437,"Hanover Terminal, Inc.",,,,
1261756591,Best Plumbing Supply Inc.,,,,
3122442585,"Lost Planet Editorial, Inc.",,,,
2062105504,"Hirschl & Adler Galleries, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Leisure Facilities
516717235,"Bergen Asset Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3896217795,"Reading Anesthesia Associates, Ltd.",,,,
2425544759,All Air Incorporated,,,,
3565225741,"Expert Parking, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1354715202,"AllSector Technology Group, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
3038557786,"A2, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
772223537,"Trillion Source, Inc.",,,,
3003949482,"NARAL Pro-Choice New York, Inc.",,,,
236618974,Manufacture Générale de Joints SAS,Materials,Materials,Chemicals,Commodity Chemicals
2264821746,Concept Digital Inc.,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
4216442241,"Barington Capital Group, L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3914098359,"TPG RE Finance Trust, Inc.",Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
463543640,"Listen.com, Inc.",Information Technology,Software and Services,Software,Application Software
414211644,Startos Inc.,,,,
2020966203,GTI Group LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2622915922,"Innovative Audio Products, Inc.",,,,
3612509358,"Dutborn-Osko, Inc.",,,,
1741631814,"Depeche Mode, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
2204685156,"IMC Construction, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
1050158190,Spink & Son Ltd.,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
3550743506,"Perceptive Pixel, Inc.",Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals"
165404945,SS SPV LLC,Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
3721603955,Flexi Worldwide Travel Inc,,,,
612475252,"Peter Li, Inc.",Communication Services,Media and Entertainment,Media,Publishing
1418217723,Dom Camera Associates Inc,,,,
3583202172,"Cibo Italia, LLC",,,,
1395322181,"Neovest, Inc.",Information Technology,Software and Services,Software,Application Software
2591419998,Michigan Auto Title Service Inc.,,,,
1737332578,"FEi Systems, Inc.",Health Care,Health Care Equipment and Services,Health Care Technology,Health Care Technology
126490339,Coffee4U,Consumer Discretionary,Retailing,Distributors,Distributors
696823568,Watermark LLC,,,,
1797124874,Consultancy Media Inc.,,,,
366542605,"Kitchen & Bath Enterprises, Inc.",,,,
1096865159,Circle Peak Capital LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2422552897,"Sullivan Dental Products, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
627301617,"Frontier Adjusters of America, Inc.",Financials,Insurance,Insurance,Insurance Brokers
29563563,"Alothon Group, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1172463213,"Christodora, Inc.",,,,
271095997,Catoctin Associates LLC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
2196714563,"Lab Support, LLC",,,,
3416449513,Short Hills Associates LLC,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Hypermarkets and Super Centers
2395213417,Sam Ash Music Corp.,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
242967265,Goliath Technologies Inc.,Information Technology,Software and Services,Software,Systems Software
2439220282,Globic Advisor Inc.,,,,
3990236415,K&B Trading Corp.,,,,
4124131614,Core Petroleum LLC,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation
1093663074,"Securonix, Inc.",Information Technology,Software and Services,Software,Systems Software
3476846254,"G&H Post, Llc",,,,
3314611585,"Hunt Companies Finance Trust, Inc.",Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
5499687,Colombian Coffee Grower Federation,,,,
2135170439,New York State Department of Financial Services,,,,
2419973945,HSBC Land Title Agency (USA) LLC,,,,
395231737,"The Dai-Ichi Life Insurance Company, Limited",Financials,Insurance,Insurance,Life and Health Insurance
37995154,L F International Inc,,,,
3910864137,M Advisory Group LLC,,,,
1053381127,"Segal Select Insurance Services, Inc.",Financials,Insurance,Insurance,Insurance Brokers
4077295034,"Dollar Bank, Federal Savings Bank",Financials,Banks,Banks,Diversified Banks
3446092635,"Taconic Builders, Inc.",,,,
1695658682,"Caplan & Ross, LLP",,,,
2851353683,CaféX Communications Inc.,Information Technology,Software and Services,Software,Application Software
2490937875,Pluris Valuation Advisors LLC,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2498432092,College Savings Bank,Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
2394737959,"Pali Capital, Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
3301806765,Terlato Wines International Inc.,Consumer Discretionary,Retailing,Distributors,Distributors
3402521181,"Tanisha Systems, Inc.",,,,
2283900890,Chock Full o'Nuts Corporation,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
1049797954,Niger Delta Power Holding Company Limited,Utilities,Utilities,Electric Utilities,Electric Utilities
832214510,Container Centralen A/S,Industrials,Transportation,Road and Rail,Trucking
2682729648,"Print King, Inc.",,,,
1427148399,The Salon Professional Academy,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
4011399990,"Market Certitude, LLC",,,,
4261809258,"Innovation Luggage, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
589215737,"InfoValue Computing, Inc.",Information Technology,Software and Services,Software,Application Software
1481535710,"Lindamood-Bell Learning Processes, Inc.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
1959203890,"Acg, Inc.",,,,
503121938,Carbon Tax Center,,,,
3063459342,TF Cornerstone Inc.,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
903647738,Experian Hitwise,Communication Services,Media and Entertainment,Media,Advertising
4109658553,UHY LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3716150968,Linear Logistics LLC,Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics
1405004814,"Corporate Suites, LLC",,,,
3062125675,International Marketing Solutions LLC,,,,
1897204850,The Golf Digest Companies,Communication Services,Media and Entertainment,Media,Publishing
2137481967,"Chemical Week Publishing, LLC",Communication Services,Media and Entertainment,Media,Publishing
887058582,"Derive Technologies, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
631918902,Brain & Behavior Research Foundation,,,,
3533648626,Edison Manor Nursing Rehab Ctr.,,,,
2179669437,"Cambridge Information Group, Inc.",Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
951848420,"Compliance, LP",Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
2636513942,Marlton Rehabilitation Hospital,,,,
2227498042,"Palermo Villa, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
3976507503,"VSA Consulting Group, Inc.",Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
1116620361,Shinepukur Ceramics Limited,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Housewares and Specialties
3793569,"Amincor, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
4183436225,Philadelphia Youth Basketball Inc.,,,,
1274453410,"Q Solar 1 Co., Ltd.",Utilities,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity
3183363739,Emcor Securities Inc.,,,,
90536283,Emmes Group of Companies,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1638570887,Lescarden Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
885829660,"Pride Capital Partners, Llc",,,,
339118116,"PTC Services, Inc.",,,,
3172058925,Rodale Press Distribution Center,,,,
1924588237,Management Technologies Inc.,Information Technology,Software and Services,Software,Application Software
2161272815,International Committee of The Red Cross,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
214358559,Wescott Financial Advisory Group LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
76293240,Team Roselli Corporation,,,,
2001929031,"Ikanos Communications, Inc.",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors
3492639338,"Conner Strong Companies, Inc.",Financials,Insurance,Insurance,Insurance Brokers
2849190956,"Joel Isaacson & Co., Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1125319968,"Books For Less, Llc",,,,
263309769,Mutual Assurance Company,,,,
1941984542,Wedbush Securities Inc.,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
3938494424,C&M Steakhouse Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
1377400212,"Treesdale Partners, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1370949254,Moffitt Heart & Vascular Group,,,,
3603120568,"American Water Enterprises, LLC",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services
58963489,"Maven Media Holdings, Inc.",Industrials,Capital Goods,Machinery,Industrial Machinery
1132645014,"Engel & Davis, LLP",,,,
609867220,Akrion Systems LLC,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment
1693176150,Hyphen Inc.,Health Care,Health Care Equipment and Services,Health Care Technology,Health Care Technology
1945099096,Ardsley Advisory Partners,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3326857254,"Public Clothing Company, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
458342080,Marcus Partners,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3627820879,"Pictela, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
2792978514,"Telco Experts, LLC",Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
954562460,Ba&sh S.A.S.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
3030924358,"Markham Roberts, Inc.",,,,
1288451893,CAI Capital Partners,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
342951305,LeFrak Organization Inc.,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Development
512544717,"The Hawthorn Group, L.C.",Communication Services,Media and Entertainment,Media,Advertising
1871915583,Company Overstock,,,,
3701372572,"Cooperative Communications, Inc.",,,,
3865309870,Cullen and Dykman,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2555647299,Miltan Management Corporation,,,,
3717187753,The Jacob And Valeria Langeloth Foundation,,,,
3153185414,IMAGINiT Technologies Inc.,Information Technology,Software and Services,Software,Systems Software
2902483710,Make-Up Designory,,,,
496094123,Reservoir Capital Group,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3204704852,"Steven Hall & Partners, LLC",Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
1536037629,"J. Kings Food Service Professionals, Inc.",Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Food Distributors
3585453681,RWS Legwear Group Inc.,,,,
3532590234,Randolph Todd Company,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Development
1918045411,Brand Science LLC,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
2037491914,"American Society of Interior Designers, Inc.",,,,
155218463,Ezose Sciences Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology
4034948942,SIB Portfolio Analytics,,,,
2604988704,"Slusser Associates, Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
3231410922,"Heery International, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
1423292073,"Adjmi Apparel Group, Inc.",Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
1324623140,"3LINX, LLC",Communication Services,Media and Entertainment,Media,Advertising
1733793119,"Atrium Staffing Services, Ltd.",Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
1533436700,Cordis Corporation,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
3442533491,Data Transformation Corp.,,,,
586923761,"Depth Security, LLC",,,,
2142249992,"6FigureJobs.com, Inc.",Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
1049209878,"Xperius, Inc.",Information Technology,Software and Services,Software,Application Software
1247840563,Aaron Basha Corporation,,,,
1985411823,Haifa Chemicals Ltd.,Materials,Materials,Chemicals,Fertilizers and Agricultural Chemicals
502725534,Fuji Seal Europe B.V.,,,,
1694153866,Wayne Center,,,,
1266292334,"Fidato Partners, LLC",,,,
3137032646,Retina Inc.,,,,
2866191674,Arlington Group,,,,
2657115206,"MultiCultural Radio Broadcasting, Inc.",Communication Services,Media and Entertainment,Media,Broadcasting
4242238140,PNC Wealth Management,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3146371219,"Crest Gems, Inc.",,,,
1357185220,Megee Plumbing & Heating Co.,,,,
815186043,The Finger Lakes Printing Company,,,,
3991125394,The Economist Group Limited,Communication Services,Media and Entertainment,Media,Publishing
3528927490,"Embassy of Finland, Washington",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
4095646473,Value Express Llc,,,,
615640808,N&F Global Corp.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings
1223109842,"Broadway Partners Fund Manager, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2442401208,"Lovell Safety Management Co., LLC",Financials,Insurance,Insurance,Property and Casualty Insurance
2535301862,Smart Pay Solutions Inc.,Financials,Diversified Financials,Consumer Finance,Consumer Finance
3881156831,"K W Associates, LLC",Consumer Discretionary,Retailing,Distributors,Distributors
4292603806,Christian Liaigre SAS,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
3646721156,"United Talent Agency, LLC",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
3409023752,"Artistic Tile, Inc.",Materials,Materials,Construction Materials,Construction Materials
1927478941,"Technology Park/Atlanta, Inc.",,,,
3408366657,ComputAbility Inc.,Information Technology,Software and Services,IT Services,IT Consulting and Other Services
963824353,"Friedman Equities, LLC",Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
3088004164,LNR Property LLC,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
4146208554,"Sportline, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products
2731445334,The Pay-O-Matic Corporation,Financials,Diversified Financials,Consumer Finance,Consumer Finance
3948124826,"The Jemstone Group, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
633635720,Kluge & Co.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
213322931,International Lombard Corp,,,,
1954419770,Veba Oel AG,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing
2140263097,Morris County Chamber Of Commerce,,,,
585729383,Wcmg LLC,,,,
3432091799,Rolling Stone L.L.C.,Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
1030585023,"Universal Executive Centers, Inc.",,,,
1924030485,"Savers, LLC",Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
630836039,Kopy International LLC,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Commercial Printing
84009484,GMR Marketing LLC,Communication Services,Media and Entertainment,Media,Advertising
2461597663,Silverman & Weinraub,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1777288667,Printline A/S,,,,
2626792,McFadden Restaurant and Saloon,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
1246141704,Asharoken Capital Management LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3994880364,Infusion Specialties Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
4118857689,"Alexander's, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
2098262,"Gettysburg Outlet Center Holding, LLC",Real Estate,Real Estate,Real Estate Management and Development,Diversified Real Estate Activities
107771723,"Mid-Manhattan Medical Associates, PC",,,,
793971418,"S Squared Technology, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
316510045,"Intercontinental Capital Group, Inc.",Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
2473842501,Tax-Exempt Housing Reserve fund,,,,
1231337731,"Sacco Shoes, Inc",,,,
1776799101,New Visions Charter High School For Advanced Math And Science Ii,,,,
1924341743,"Pollock Communications, Inc.",,,,
3934003199,"Rich Orthodontics, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
2096025509,Pias America Inc.,,,,
388532217,A Locksmith Incorporated,,,,
2034309158,Mikon International Inc,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Housewares and Specialties
2642316336,NRT New York LLC,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
2708602699,Fosun International Limited,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
2877378983,Bartholomew Mazza Ltd Inc,,,,
3913232312,Exeter Venture Lenders L.P.,,,,
172740888,Public Art Fund Inc,,,,
394967619,Alex's Lemonade Stand Foundation,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
3054970528,"Hachette Magazines, Inc.",Communication Services,Media and Entertainment,Media,Publishing
1512013884,"US Diagnostics, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
345605991,"OKUMUS Capital, L.L.C.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2964419162,I2BF Global Ventures,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1966061786,"Regional Cancer Care Associates, Llc",,,,
2391081501,"Troux Technologies, Inc.",Information Technology,Software and Services,Software,Application Software
4285514792,Levelwing Media LLC,Communication Services,Media and Entertainment,Media,Advertising
189417481,"Barbara Gladstone Gallery, Inc.",,,,
977236939,New & Lingwood Limited,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods"
2079065247,Givaudan Fragrances Corporation,Materials,Materials,Chemicals,Commodity Chemicals
730451568,"Kensico Properties N.V., Inc.",,,,
1301813520,"SM Investors, L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1430247818,"Variety, Inc.",Communication Services,Media and Entertainment,Media,Publishing
1022652429,Philadelphia Eye Associates,,,,
499480472,"Auriga USA LLC, Research Division",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
398668686,Media House Inc.,,,,
3822582098,The Center For Hospice Care Inc,,,,
3872367316,The Icelandic Milk & Skyr Corporation,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
1747748165,"Roger Williams Hotel Associates, Inc.",,,,
424043105,Hudson Meridian Construction Group Llc,,,,
4190104145,"Samuel A. Ramirez & Co., Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
804293646,"Diversity At Work Group, Inc.",,,,
3792089884,"Clinique Laboratories, LLC",Consumer Staples,Household and Personal Products,Personal Products,Personal Products
3157739585,Levine Lee LLP,,,,
2248923441,ALAC International Inc.,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors
252184185,Prosek LLC,Communication Services,Media and Entertainment,Media,Advertising
2787737766,"PeriCor Therapeutics, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
3483859060,Stemcor USA Inc.,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors
938321194,"Country Mens & Boys, Inc.",,,,
2470736616,Heritage Realty,,,,
4247340454,"Telitas US, Inc.",Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
1624130827,W R C Highland View Health Care,,,,
2258149973,Luxo Corporation,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment
2738831869,Health Employees Federal Credit Union,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
4225465380,GreenShift Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing
2143494717,Ocean Harbor Casualty Insurance Company,Financials,Insurance,Insurance,Property and Casualty Insurance
1342421396,"Spector Gadon & Rosen, P.C.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3792391088,"Acacia Financial Group, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4084038625,Forum Strategies & Communications LLC,,,,
945148454,MLP Ventures,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
1724690764,First Choice Rehabilitation Specialists PC,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
343287450,"Marotta Gund Budd & Dzera, LLC",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1431218141,Halley Resources Inc,,,,
2864384332,NFL Properties LLC,Communication Services,Media and Entertainment,Media,Advertising
4181162844,"Léman Manhattan Preparatory School, LLC",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
1966418246,Linedata Services (BFT) Ltd.,Information Technology,Software and Services,Software,Application Software
3194197219,Daryl Roth Productions Ltd.,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
2114249878,Traditions of America LP,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding
3221988330,Mountain View Thoroughbred Racing Association Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Leisure Facilities
2482817438,Software Folks Inc.,Information Technology,Software and Services,IT Services,IT Consulting and Other Services
551762948,Ripco Real Estate Corp.,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
3530675542,"Akris, inc.",,,,
2316082450,"Microcomputer Consulting Group, Inc.",,,,
3009660076,"Greenawalt & Company, P.C.",,,,
442884373,"Edward Ehrbar, Inc.",Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors
3011119238,"Lehigh Valley Hospital, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
339505444,O2 OxyFit Gym,,,,
2103814920,AFD Contract Furniture Inc.,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Office Services and Supplies
941439652,TAG Associates LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2467884001,"Republic First Bank (Philadelphia, PA)",Financials,Banks,Banks,Regional Banks
482026308,"Deck the Walls, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail
204435533,Dewynters Merchandising Inc.,,,,
321168155,"CB Richard Ellis Real Estate Services, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
242124983,"Curchin Group, LLC",,,,
2033323783,"Tavant Technologies, Inc.",Information Technology,Software and Services,Software,Application Software
1721790690,Genesis Corporation,Information Technology,Software and Services,IT Services,IT Consulting and Other Services
2658783433,Kaufman Franco LLC,,,,
3309942527,"Allied Health Group, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
609042207,"FermaVir Pharmaceuticals, L.L.C.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology
355526368,Samuel Waxman Cancer Research Foundation,,,,
822680262,"The Bruce Norris Financial Group, Inc.",,,,
796641050,"Property Damage Appraisers, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
2656733501,"Grant, Herrmann, Schwartz & Klinger LLP",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
225083439,"Easton Associates, LLC",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2229450245,"The Everest Equity Company, Inc.",Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
2200663115,BuildingLink.com LLC,Information Technology,Software and Services,Software,Application Software
1668714778,"Caguax, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
2113937480,Open Society Foundation,,,,
2219587908,Veranda Publications Inc.,Communication Services,Media and Entertainment,Media,Publishing
2006749887,Diamond Fields Resources Inc.,Materials,Materials,Metals and Mining,Precious Metals and Minerals
4048128557,United Transportation Union,Financials,Insurance,Insurance,Life and Health Insurance
1817735064,Freedom Wireless Incorporated,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals"
2592902352,"Cravath, Swaine & Moore LLP",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3294586437,"Neurotrope, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology
1693520705,Cenegenics LLC,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
3194645556,"Management Science Associates, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
2106865908,"Jay Dee/Sneaker King, Inc.",,,,
3347720384,OT Claroty Ltd.,Information Technology,Software and Services,Software,Systems Software
696916944,Beijing Beijing Restaurant,,,,
1382349583,Domain Registration (Australia) Pty Ltd.,Information Technology,Software and Services,IT Services,Internet Services and Infrastructure
3108091978,Treato Ltd.,Health Care,Health Care Equipment and Services,Health Care Technology,Health Care Technology
1827579484,Mikli Diffusion France SAS,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Supplies
1463327623,"Empire Resources, Inc.",Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors
3506930238,Standard Holdings L.L.C.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
3291318985,The Stevenson Group,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
2819505881,Herb Alpert Foundation,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
